team_name,country_code,confederation,fifa_rank,fifa_points,wins_last_10_matches,losses_last_10_matches,draws_last_10_matches,win_rate_last_year,goals_scored_avg,goals_conceded_avg,clean_sheets_last_10,shots_per_game,shots_on_target_ratio,avg_player_rating,star_players_count,market_value_million_eur,experience_avg_caps,coach_experience_years,recent_form_score,possession_avg,passing_accuracy,host_advantage,travel_distance_avg,climate_similarity_score,winner,points_per_match_last_10,goal_difference_avg,performance_index,value_per_cap,dominance_score,shot_quality,defensive_solidity,rank_tier,log_market_value,conf_AFC,conf_CAF,conf_CONCACAF,conf_CONMEBOL,conf_OFC,conf_UEFA,rank_Developing,rank_Elite,rank_Mid,rank_Strong
Morocco,MAR,CAF,34,1661.1,4,2,4,0.507,1.49,0.86,2,12.0,0.345,76.5,2,421.0,32,8,6.0,46.8,83.5,0,9.3,0.44,0,1.6,0.63,52.845,13.15625,65.15,4.14,0.2,Mid,6.045005314036012,False,True,False,False,False,False,False,False,True,False
Uruguay,URU,CONMEBOL,16,1806.0,5,1,4,0.555,1.54,0.73,2,14.9,0.361,83.2,4,812.0,53,17,6.8,51.1,83.4,0,7.2,0.59,1,1.9,0.81,58.47,15.320754716981131,67.25,5.3789,0.2,Strong,6.70073110954781,False,False,False,True,False,False,False,False,False,True
Egypt,EGY,CAF,43,1473.9,1,4,5,0.411,0.72,1.96,0,10.9,0.254,75.0,2,362.0,35,5,7.8,40.3,76.0,0,10.2,0.48,0,0.8,-1.24,57.66,10.342857142857143,58.15,2.7686,0.0,Developing,5.8944028342648505,False,True,False,False,False,False,True,False,False,False
Japan,JPN,AFC,31,1677.3,6,2,2,0.453,1.22,1.44,1,9.5,0.345,75.7,2,529.0,37,8,5.9,53.4,84.7,0,10.2,0.52,0,2.0,-0.21999999999999997,51.675000000000004,14.297297297297296,69.05,3.2775,0.1,Mid,6.272877006546167,True,False,False,False,False,False,False,False,True,False
Chile,CHI,CONMEBOL,40,1576.4,1,7,2,0.207,1.15,1.5,0,9.9,0.284,76.2,1,292.0,24,7,2.2,44.0,79.7,0,5.7,0.6,0,0.5,-0.3500000000000001,36.44,12.166666666666666,61.85,2.8116,0.0,Developing,5.680172609017068,False,False,False,True,False,False,True,False,False,False
Wales,WAL,UEFA,47,1507.9,1,4,5,0.259,0.9,2.0,1,10.5,0.335,72.6,1,278.0,22,9,4.6,48.5,75.9,0,8.4,0.69,0,0.8,-1.1,44.099999999999994,12.636363636363637,62.2,3.5175,0.1,Developing,5.631211781821365,False,False,False,False,False,True,True,False,False,False
Netherlands,NED,UEFA,7,1771.1,5,2,3,0.575,1.72,1.16,5,14.6,0.371,85.3,3,576.0,35,6,7.1,58.5,89.4,0,7.7,0.46,1,1.8,0.56,60.455,16.457142857142856,73.95,5.4166,0.5,Elite,6.3578422665081,False,False,False,False,False,True,False,True,False,False
Saudi Arabia,KSA,AFC,49,1472.4,1,6,3,0.266,1.27,1.44,0,9.6,0.324,75.4,0,347.0,21,4,4.7,46.5,71.5,0,10.0,0.35,0,0.6,-0.16999999999999993,45.5,16.523809523809526,59.0,3.1104,0.0,Developing,5.8522024797744745,True,False,False,False,False,False,True,False,False,False
Colombia,COL,CONMEBOL,13,1755.7,5,3,2,0.604,1.66,1.02,4,15.2,0.357,82.4,4,592.0,45,20,6.9,61.9,87.4,0,6.2,0.63,1,1.7,0.6399999999999999,59.03,13.155555555555555,74.65,5.426399999999999,0.4,Strong,6.385194398997726,False,False,False,True,False,False,False,False,False,True
Algeria,ALG,CAF,50,1516.8,2,7,1,0.281,1.01,2.03,2,8.0,0.302,74.0,2,237.0,29,5,3.4,47.7,74.9,0,10.7,0.36,0,0.7,-1.0199999999999998,40.61,8.172413793103448,61.300000000000004,2.416,0.2,Developing,5.472270673671475,False,True,False,False,False,False,True,False,False,False
Japan,JPN,AFC,18,1606.9,6,4,0,0.422,1.15,1.48,3,9.5,0.402,76.3,2,464.0,43,15,5.5,53.2,81.6,0,11.1,0.31,0,1.8,-0.33000000000000007,50.175,10.790697674418604,67.4,3.8190000000000004,0.3,Strong,6.142037405587356,True,False,False,False,False,False,False,False,False,True
Costa Rica,CRC,CONCACAF,49,1542.2,3,4,3,0.397,1.0,2.04,0,8.0,0.242,73.8,2,370.0,34,2,3.8,41.2,76.1,0,3.0,0.94,0,1.2,-1.04,43.099999999999994,10.882352941176471,58.65,1.936,0.0,Developing,5.916202062607435,False,False,True,False,False,False,True,False,False,False
Netherlands,NED,UEFA,16,1768.9,6,1,3,0.636,2.17,1.17,5,16.3,0.446,81.6,4,697.0,49,18,5.8,51.3,81.4,0,6.9,0.56,1,2.1,1.0,55.22,14.224489795918368,66.35,7.2698,0.5,Strong,6.548219102762372,False,False,False,False,False,True,False,False,False,True
Belgium,BEL,UEFA,5,1711.2,8,3,0,0.676,1.69,1.11,3,16.3,0.42,81.4,4,587.0,43,19,6.9,59.9,89.7,0,8.2,0.47,1,2.1818181818181817,0.5799999999999998,59.4,13.651162790697674,74.8,6.846,0.3,Elite,6.376726947898627,False,False,False,False,False,True,False,True,False,False
Australia,AUS,AFC,21,1574.2,3,4,3,0.56,1.69,1.36,3,13.2,0.323,75.1,1,316.0,31,6,5.9,49.9,78.3,0,13.7,0.32,0,1.2,0.32999999999999985,52.535000000000004,10.193548387096774,64.1,4.2636,0.3,Mid,5.75890177387728,True,False,False,False,False,False,False,False,True,False
Honduras,HON,CONCACAF,44,1599.0,1,4,5,0.428,0.86,1.88,2,9.8,0.227,73.9,2,310.0,18,9,2.8,42.2,75.9,0,2.1,0.7,0,0.8,-1.02,39.945,17.22222222222222,59.050000000000004,2.2246,0.2,Developing,5.739792912179234,False,False,True,False,False,False,True,False,False,False
Denmark,DEN,UEFA,28,1708.9,3,2,5,0.468,1.49,1.39,3,13.0,0.395,80.7,3,344.0,37,13,4.6,53.6,83.2,0,6.9,0.51,1,1.4,0.10000000000000009,49.025,9.297297297297296,68.4,5.135,0.3,Mid,5.84354441703136,False,False,False,False,False,True,False,False,True,False
England,ENG,UEFA,1,1831.8,7,1,2,0.668,2.34,0.45,6,17.5,0.504,89.2,4,828.0,49,15,8.9,55.7,86.9,0,8.5,0.64,1,2.3,1.89,69.05000000000001,16.897959183673468,71.30000000000001,8.82,0.6,Elite,6.720220155135295,False,False,False,False,False,True,False,True,False,False
South Korea,KOR,AFC,13,1607.5,3,4,3,0.414,1.34,0.86,3,9.8,0.331,80.5,1,334.0,44,5,4.5,52.3,78.7,0,9.6,0.32,1,1.2,0.4800000000000001,48.065,7.590909090909091,65.5,3.2438000000000002,0.3,Strong,5.814130531825066,True,False,False,False,False,False,False,False,False,True
Croatia,CRO,UEFA,10,1813.1,5,1,4,0.553,1.52,0.75,4,16.8,0.465,82.9,2,454.0,53,17,7.4,61.8,89.8,0,5.2,0.49,0,1.9,0.77,60.44500000000001,8.566037735849056,75.8,7.812000000000001,0.4,Elite,6.12029741895095,False,False,False,False,False,True,False,True,False,False
Morocco,MAR,CAF,16,1657.9,6,3,1,0.486,1.19,1.21,4,13.8,0.388,76.1,2,321.0,35,3,4.5,51.1,76.9,0,10.1,0.4,0,1.9,-0.020000000000000018,47.245,9.17142857142857,64.0,5.3544,0.4,Strong,5.7745515455444085,False,True,False,False,False,False,False,False,False,True
Morocco,MAR,CAF,22,1501.1,5,4,1,0.471,1.15,1.34,2,10.8,0.388,80.6,2,373.0,39,8,5.5,51.0,81.7,0,9.6,0.42,1,1.6,-0.19000000000000017,52.169999999999995,9.564102564102564,66.35,4.1904,0.2,Mid,5.924255797414532,False,True,False,False,False,False,False,False,True,False
USA,USA,CONCACAF,29,1702.8,3,2,5,0.423,1.66,0.95,3,11.6,0.33,77.3,2,298.0,35,8,6.1,50.4,83.1,1,1.7,0.95,1,1.4,0.71,52.63499999999999,8.514285714285714,66.75,3.828,0.3,Mid,5.700443573390687,False,False,True,False,False,False,False,False,True,False
Italy,ITA,UEFA,11,1757.1,5,3,2,0.555,1.89,0.85,5,14.6,0.401,81.1,2,754.0,40,10,8.2,50.4,86.8,0,5.4,0.57,0,1.7,1.04,62.63499999999999,18.85,68.6,5.8546000000000005,0.5,Strong,6.626717749249025,False,False,False,False,False,True,False,False,False,True
Spain,ESP,UEFA,4,1920.8,8,1,1,0.75,2.77,0.48,7,17.5,0.473,86.6,3,915.0,63,25,9.6,59.5,92.0,0,8.1,0.54,1,2.5,2.29,71.41,14.523809523809524,75.75,8.2775,0.7,Elite,6.82001636467413,False,False,False,False,False,True,False,True,False,False
Ecuador,ECU,CONMEBOL,14,1578.8,5,3,2,0.583,1.35,1.27,4,13.3,0.399,74.9,3,324.0,28,11,8.5,47.4,76.2,0,5.9,0.57,0,1.7,0.08000000000000007,61.795,11.571428571428571,61.8,5.3067,0.4,Strong,5.783825182329737,False,False,False,True,False,False,False,False,False,True
Senegal,SEN,CAF,17,1550.0,6,2,2,0.569,1.27,1.19,2,9.3,0.31,79.3,1,348.0,31,13,4.7,52.9,75.8,0,7.0,0.34,0,2.0,0.08000000000000007,49.894999999999996,11.225806451612904,64.35,2.883,0.2,Strong,5.855071922202427,False,True,False,False,False,False,False,False,False,True
Portugal,POR,UEFA,14,1827.5,7,1,2,0.572,1.4,1.16,4,14.3,0.447,83.5,2,610.0,38,9,7.2,61.1,87.1,0,6.3,0.5,1,2.3,0.24,60.144999999999996,16.05263157894737,74.1,6.3921,0.4,Strong,6.415096959171596,False,False,False,False,False,True,False,False,False,True
Iran,IRN,AFC,41,1589.3,1,5,4,0.279,0.62,1.2,2,9.5,0.357,70.3,0,321.0,31,3,0.5,49.2,78.4,0,13.4,0.46,0,0.7,-0.58,29.144999999999996,10.35483870967742,63.800000000000004,3.3914999999999997,0.2,Developing,5.7745515455444085,True,False,False,False,False,False,True,False,False,False
France,FRA,UEFA,7,1934.5,9,2,0,0.744,2.23,0.79,4,14.6,0.415,86.4,4,783.0,58,21,9.5,67.0,86.1,0,8.6,0.69,1,2.4545454545454546,1.44,70.92999999999999,13.5,76.55,6.058999999999999,0.4,Elite,6.664409020350408,False,False,False,False,False,True,False,True,False,False
Cameroon,CMR,CAF,37,1461.6,1,7,2,0.365,0.99,1.31,1,6.8,0.304,72.4,2,263.0,28,2,3.5,42.3,80.0,0,10.0,0.37,0,0.5,-0.32000000000000006,41.24,9.392857142857142,61.15,2.0671999999999997,0.1,Developing,5.575949103146316,False,True,False,False,False,False,True,False,False,False
Canada,CAN,CONCACAF,33,1409.0,4,6,0,0.208,0.7,2.18,1,9.6,0.346,71.1,2,377.0,24,3,2.8,46.4,76.3,1,1.3,0.85,0,1.2,-1.4800000000000002,36.76499999999999,15.708333333333334,61.349999999999994,3.3215999999999997,0.1,Mid,5.934894195619588,False,False,True,False,False,False,False,False,True,False
Costa Rica,CRC,CONCACAF,33,1510.6,1,7,2,0.371,0.95,1.33,0,8.5,0.351,73.8,2,328.0,30,10,2.4,42.7,72.7,0,1.2,0.75,0,0.5,-0.3800000000000001,37.94,10.933333333333334,57.7,2.9835,0.0,Mid,5.796057750765372,False,False,True,False,False,False,False,False,True,False
Uruguay,URU,CONMEBOL,18,1704.7,8,3,0,0.554,1.71,0.64,3,12.2,0.453,83.9,4,633.0,50,9,7.1,50.6,85.4,0,7.3,0.62,0,2.1818181818181817,1.0699999999999998,59.754999999999995,12.66,68.0,5.5266,0.3,Strong,6.452048954437226,False,False,False,True,False,False,False,False,False,True
Austria,AUT,UEFA,33,1661.6,3,4,3,0.438,1.47,1.3,3,12.7,0.4,78.5,1,544.0,35,5,6.9,50.1,82.5,0,5.3,0.71,1,1.2,0.16999999999999993,56.005,15.542857142857143,66.3,5.08,0.3,Mid,6.300785794663244,False,False,False,False,False,True,False,False,True,False
Costa Rica,CRC,CONCACAF,39,1590.1,2,5,3,0.374,0.86,2.01,2,6.6,0.342,72.5,0,229.0,25,9,5.5,47.5,73.0,0,0.9,0.83,0,0.9,-1.15,48.365,9.16,60.25,2.2572,0.2,Developing,5.438079308923196,False,False,True,False,False,False,True,False,False,False
China,CHN,AFC,29,1542.8,4,5,1,0.341,1.08,1.68,2,7.9,0.337,75.2,2,240.0,21,9,5.3,46.6,77.3,0,10.0,0.52,0,1.3,-0.5999999999999999,48.28,11.428571428571429,61.95,2.6623,0.2,Mid,5.484796933490655,True,False,False,False,False,False,False,False,True,False
Denmark,DEN,UEFA,26,1688.7,5,2,3,0.53,1.48,1.19,1,9.9,0.317,80.4,1,260.0,43,14,4.7,47.1,77.9,0,5.9,0.7,0,1.8,0.29000000000000004,49.89,6.046511627906977,62.5,3.1383,0.1,Mid,5.564520407322694,False,False,False,False,False,True,False,False,True,False
Brazil,BRA,CONMEBOL,1,1789.9,8,2,0,0.682,1.98,0.74,3,18.6,0.495,84.7,5,1095.0,54,16,10.0,65.4,94.5,0,4.6,0.67,1,2.4,1.24,71.465,20.27777777777778,79.95,9.207,0.3,Elite,6.999422467507961,False,False,False,True,False,False,False,True,False,False
Japan,JPN,AFC,18,1561.8,5,2,3,0.51,1.22,0.91,3,9.8,0.302,77.1,1,316.0,38,12,5.7,45.3,76.8,0,8.3,0.6,1,1.8,0.30999999999999994,52.035,8.31578947368421,61.05,2.9596,0.3,Strong,5.75890177387728,True,False,False,False,False,False,False,False,False,True
Australia,AUS,AFC,13,1640.4,3,3,4,0.509,1.05,1.0,4,10.4,0.381,79.2,2,457.0,31,8,5.5,52.0,79.8,0,13.1,0.53,1,1.3,0.050000000000000044,52.06,14.741935483870968,65.9,3.9624,0.4,Strong,6.126869184114185,True,False,False,False,False,False,False,False,False,True
Ukraine,UKR,UEFA,29,1443.0,1,6,3,0.223,0.56,1.6,0,7.1,0.261,76.4,0,258.0,16,7,4.7,45.8,71.2,0,6.7,0.53,0,0.6,-1.04,45.419999999999995,16.125,58.5,1.8531,0.0,Mid,5.556828061699537,False,False,False,False,False,True,False,False,True,False
Ukraine,UKR,UEFA,30,1548.5,4,4,2,0.262,0.91,1.58,0,8.9,0.26,75.1,1,202.0,28,4,4.6,40.5,77.0,0,6.3,0.55,0,1.4,-0.67,45.00499999999999,7.214285714285714,58.75,2.314,0.0,Mid,5.313205979041787,False,False,False,False,False,True,False,False,True,False
USA,USA,CONCACAF,28,1631.0,5,5,0,0.53,1.28,1.2,1,11.5,0.368,79.0,1,394.0,41,10,4.9,50.6,80.7,1,0.6,0.83,1,1.5,0.08000000000000007,50.099999999999994,9.609756097560975,65.65,4.232,0.1,Mid,5.978885764901122,False,False,True,False,False,False,False,False,True,False
South Korea,KOR,AFC,22,1700.5,3,5,2,0.536,1.65,1.18,1,9.7,0.393,80.0,3,252.0,31,12,5.4,50.1,84.5,0,11.6,0.35,1,1.1,0.47,52.260000000000005,8.129032258064516,67.3,3.8121,0.1,Mid,5.53338948872752,True,False,False,False,False,False,False,False,True,False
USA,USA,CONCACAF,34,1613.1,3,5,2,0.529,1.27,0.93,3,13.6,0.363,75.3,3,357.0,30,9,6.0,45.4,81.8,1,1.9,0.94,0,1.1,0.33999999999999997,52.644999999999996,11.9,63.599999999999994,4.9368,0.3,Mid,5.8805329864007,False,False,True,False,False,False,False,False,True,False
Ghana,GHA,CAF,35,1554.6,3,6,1,0.326,1.18,1.91,0,8.0,0.276,72.8,2,374.0,25,4,3.6,45.4,77.3,0,10.9,0.48,1,1.0,-0.73,41.339999999999996,14.96,61.349999999999994,2.208,0.0,Mid,5.926926025970411,False,True,False,False,False,False,False,False,True,False
Colombia,COL,CONMEBOL,9,1682.2,8,3,0,0.624,1.85,1.15,5,14.0,0.381,85.2,3,512.0,37,11,6.0,55.2,83.9,0,5.4,0.55,0,2.1818181818181817,0.7000000000000002,57.06,13.837837837837839,69.55000000000001,5.334,0.5,Elite,6.240275845170769,False,False,False,True,False,False,False,True,False,False
Sweden,SWE,UEFA,20,1526.3,4,4,2,0.6,1.41,1.28,4,12.2,0.374,75.3,1,373.0,33,8,4.7,52.6,75.5,0,7.5,0.61,1,1.4,0.1299999999999999,48.80499999999999,11.303030303030303,64.05,4.562799999999999,0.4,Strong,5.924255797414532,False,False,False,False,False,True,False,False,False,True
England,ENG,UEFA,1,1945.3,8,0,2,0.672,2.25,0.74,5,15.2,0.55,84.4,5,767.0,57,19,7.9,64.3,92.4,0,8.4,0.65,0,2.6,1.51,63.91,13.456140350877194,78.35,8.36,0.5,Elite,6.643789733147672,False,False,False,False,False,True,False,True,False,False
Switzerland,SUI,UEFA,15,1574.4,5,2,3,0.578,1.58,1.14,3,13.5,0.344,79.1,2,541.0,29,4,6.0,54.3,82.8,0,5.8,0.62,0,1.8,0.44000000000000017,54.464999999999996,18.655172413793103,68.55,4.643999999999999,0.3,Strong,6.295266001439646,False,False,False,False,False,True,False,False,False,True
New Zealand,NZL,OFC,35,1417.3,3,6,1,0.379,0.76,1.53,0,9.8,0.242,71.1,2,258.0,27,9,3.5,47.3,72.0,0,10.3,0.49,0,1.0,-0.77,40.925,9.555555555555555,59.65,2.3716,0.0,Mid,5.556828061699537,False,False,False,False,True,False,False,False,True,False
Croatia,CRO,UEFA,17,1826.8,8,3,0,0.568,1.62,0.94,3,13.9,0.447,80.2,3,817.0,39,14,6.2,52.0,88.0,0,6.2,0.6,0,2.1818181818181817,0.6800000000000002,55.449999999999996,20.94871794871795,70.0,6.2133,0.3,Strong,6.706862336602747,False,False,False,False,False,True,False,False,False,True
Ecuador,ECU,CONMEBOL,18,1700.5,5,5,0,0.472,1.25,0.99,2,11.0,0.327,75.7,1,281.0,26,9,5.1,51.3,79.1,0,7.2,0.66,1,1.5,0.26,49.065,10.807692307692308,65.19999999999999,3.597,0.2,Strong,5.641907070938114,False,False,False,True,False,False,False,False,False,True
Sweden,SWE,UEFA,18,1634.7,4,3,3,0.49,1.6,1.41,4,13.1,0.344,76.6,2,364.0,44,8,5.9,50.2,76.7,0,8.4,0.71,0,1.5,0.19000000000000017,52.35999999999999,8.272727272727273,63.45,4.506399999999999,0.4,Strong,5.8998973535824915,False,False,False,False,False,True,False,False,False,True
Wales,WAL,UEFA,49,1409.4,2,7,1,0.438,1.18,1.46,2,9.4,0.288,76.4,1,282.0,17,8,3.3,40.6,70.4,0,6.6,0.67,0,0.7,-0.28,42.67,16.58823529411765,55.5,2.7072,0.2,Developing,5.645446897643238,False,False,False,False,False,True,True,False,False,False
Wales,WAL,UEFA,50,1520.1,2,7,1,0.277,1.03,1.74,1,6.9,0.304,75.8,1,300.0,25,2,3.6,49.9,74.3,0,6.8,0.6,0,0.7,-0.71,41.9,12.0,62.099999999999994,2.0976,0.1,Developing,5.707110264748875,False,False,False,False,False,True,True,False,False,False
Wales,WAL,UEFA,49,1453.8,4,5,1,0.243,0.69,1.66,2,8.5,0.285,73.5,1,304.0,30,3,3.5,44.9,72.5,0,5.7,0.57,0,1.3,-0.97,40.404999999999994,10.133333333333333,58.7,2.4225,0.2,Developing,5.720311776607412,False,False,False,False,False,True,True,False,False,False
Uruguay,URU,CONMEBOL,12,1775.3,7,2,1,0.694,1.46,1.19,4,12.8,0.357,83.1,2,617.0,46,8,7.1,57.8,87.1,0,7.9,0.77,1,2.2,0.27,60.87499999999999,13.41304347826087,72.44999999999999,4.5696,0.4,Strong,6.42648845745769,False,False,False,True,False,False,False,False,False,True
Italy,ITA,UEFA,9,1660.1,7,3,0,0.554,2.19,1.03,3,13.2,0.427,83.8,4,699.0,51,13,9.8,53.3,85.5,0,7.3,0.58,1,2.1,1.16,69.17,13.705882352941176,69.4,5.636399999999999,0.3,Elite,6.551080335043404,False,False,False,False,False,True,False,True,False,False
Ghana,GHA,CAF,39,1499.5,4,5,1,0.358,1.1,1.49,2,10.3,0.268,76.6,0,334.0,31,9,5.1,43.5,75.3,0,7.1,0.55,1,1.3,-0.3899999999999999,48.239999999999995,10.774193548387096,59.4,2.7604,0.2,Developing,5.814130531825066,False,True,False,False,False,False,True,False,False,False
Tunisia,TUN,CAF,49,1450.1,2,7,1,0.325,0.82,2.14,0,9.4,0.274,74.6,1,258.0,18,7,4.9,42.7,79.7,0,8.3,0.3,0,0.7,-1.3200000000000003,46.51,14.333333333333334,61.2,2.5756,0.0,Developing,5.556828061699537,False,True,False,False,False,False,True,False,False,False
Ukraine,UKR,UEFA,50,1598.1,2,4,4,0.396,0.68,1.42,2,6.8,0.23,70.1,1,337.0,29,7,2.3,42.0,73.3,0,7.3,0.63,0,1.0,-0.7399999999999999,36.544999999999995,11.620689655172415,57.65,1.564,0.2,Developing,5.823045895483019,False,False,False,False,False,True,True,False,False,False
Brazil,BRA,CONMEBOL,5,1950.2,7,1,2,0.759,2.45,0.77,7,16.1,0.465,84.8,4,1055.0,45,25,9.8,64.3,86.6,0,6.0,0.78,1,2.3,1.6800000000000002,71.57000000000001,23.444444444444443,75.44999999999999,7.486500000000001,0.7,Elite,6.962243464266207,False,False,False,True,False,False,False,True,False,False
France,FRA,UEFA,2,1906.7,8,2,0,0.782,1.84,0.88,3,19.4,0.428,83.9,4,1159.0,42,8,7.3,56.7,85.9,0,6.7,0.55,1,2.4,0.9600000000000001,62.735,27.595238095238095,71.30000000000001,8.303199999999999,0.3,Elite,7.05617528410041,False,False,False,False,False,True,False,True,False,False
Poland,POL,UEFA,30,1557.1,5,5,0,0.568,1.24,0.95,3,9.9,0.321,78.4,1,424.0,26,5,5.2,51.5,79.0,0,8.3,0.72,1,1.5,0.29000000000000004,51.32,16.307692307692307,65.25,3.1779,0.3,Mid,6.052089168924417,False,False,False,False,False,True,False,False,True,False
Egypt,EGY,CAF,38,1559.5,3,7,0,0.371,0.58,1.72,1,7.4,0.359,72.3,2,220.0,34,4,2.8,47.7,74.4,0,9.8,0.29,0,0.9,-1.1400000000000001,38.815,6.470588235294118,61.050000000000004,2.6566,0.1,Developing,5.3981627015177525,False,True,False,False,False,False,True,False,False,False
Honduras,HON,CONCACAF,38,1500.4,1,5,4,0.22,0.53,1.48,1,6.4,0.323,71.9,0,366.0,33,2,3.6,46.0,74.2,0,2.8,0.93,0,0.7,-0.95,39.965,11.090909090909092,60.1,2.0672,0.1,Developing,5.905361848054571,False,False,True,False,False,False,True,False,False,False
Cameroon,CMR,CAF,42,1465.4,4,4,2,0.382,1.26,1.62,0,10.7,0.3,75.3,2,352.0,15,5,2.0,41.6,75.2,0,7.2,0.55,0,1.4,-0.3600000000000001,37.175,23.466666666666665,58.400000000000006,3.2099999999999995,0.0,Developing,5.8664680569332965,False,True,False,False,False,False,True,False,False,False
Mexico,MEX,CONCACAF,34,1711.5,5,4,1,0.551,1.16,1.26,4,9.7,0.338,76.4,1,519.0,35,8,5.8,47.7,78.2,1,1.3,0.87,1,1.6,-0.10000000000000009,52.550000000000004,14.82857142857143,62.95,3.2786,0.4,Mid,6.253828811575473,False,False,True,False,False,False,False,False,True,False
Argentina,ARG,CONMEBOL,8,1813.0,8,2,0,0.752,2.1,0.74,3,14.4,0.522,87.1,5,1003.0,61,21,7.2,58.6,86.0,0,6.0,0.76,1,2.4,1.36,63.205,16.442622950819672,72.3,7.516800000000001,0.3,Elite,6.911747300251674,False,False,False,True,False,False,False,True,False,False
Poland,POL,UEFA,18,1668.5,4,4,2,0.561,1.46,1.43,3,9.7,0.41,78.7,1,463.0,40,4,5.0,46.3,78.4,0,7.9,0.62,0,1.4,0.030000000000000027,50.655,11.575,62.35,3.9769999999999994,0.3,Strong,6.139884552226255,False,False,False,False,False,True,False,False,False,True
Ukraine,UKR,UEFA,49,1538.2,1,6,3,0.209,0.66,1.42,0,8.1,0.318,73.6,0,343.0,20,8,2.7,40.2,73.7,0,7.3,0.73,0,0.6,-0.7599999999999999,37.3,17.15,56.95,2.5758,0.0,Developing,5.840641657373398,False,False,False,False,False,True,True,False,False,False
USA,USA,CONCACAF,12,1708.2,3,2,5,0.581,1.04,1.02,2,12.0,0.381,80.2,1,499.0,42,9,6.8,54.1,82.0,1,1.9,0.85,1,1.4,0.020000000000000018,57.68000000000001,11.880952380952381,68.05,4.572,0.2,Strong,6.214608098422191,False,False,True,False,False,False,False,False,False,True
Ecuador,ECU,CONMEBOL,22,1609.8,3,4,3,0.593,1.39,1.22,1,11.8,0.363,78.3,1,343.0,33,12,5.0,50.4,80.2,0,7.9,0.8,1,1.2,0.16999999999999993,50.835,10.393939393939394,65.3,4.2834,0.1,Mid,5.840641657373398,False,False,False,True,False,False,False,False,True,False
Peru,PER,CONMEBOL,45,1585.0,3,5,2,0.423,1.01,1.44,2,7.2,0.309,71.8,2,376.0,35,2,4.5,49.1,72.8,0,6.6,0.65,0,1.1,-0.42999999999999994,45.10999999999999,10.742857142857142,60.95,2.2248,0.2,Developing,5.932245187448011,False,False,False,True,False,False,True,False,False,False
France,FRA,UEFA,1,1880.4,8,1,1,0.802,2.23,0.99,4,16.3,0.42,89.1,4,812.0,47,18,8.6,60.7,93.9,0,6.5,0.71,1,2.5,1.24,69.30499999999999,17.27659574468085,77.30000000000001,6.846,0.4,Elite,6.70073110954781,False,False,False,False,False,True,False,True,False,False
Saudi Arabia,KSA,AFC,34,1521.6,4,6,0,0.256,0.83,2.06,1,7.2,0.358,76.3,2,270.0,20,3,4.2,45.4,72.4,0,13.3,0.49,0,1.2,-1.23,43.965,13.5,58.900000000000006,2.5776,0.1,Mid,5.602118820879701,True,False,False,False,False,False,False,False,True,False
Belgium,BEL,UEFA,7,1712.2,8,3,0,0.678,1.75,1.07,4,12.6,0.35,85.4,3,777.0,42,8,6.8,52.7,85.4,0,9.0,0.67,1,2.1818181818181817,0.6799999999999999,60.47,18.5,69.05000000000001,4.409999999999999,0.4,Elite,6.656726524178391,False,False,False,False,False,True,False,True,False,False
Uruguay,URU,CONMEBOL,15,1808.1,8,1,1,0.615,1.52,0.71,4,15.9,0.429,80.7,2,543.0,40,9,6.7,60.0,88.2,0,5.3,0.66,0,2.5,0.81,57.84499999999999,13.575,74.1,6.8211,0.4,Strong,6.298949246855942,False,False,False,True,False,False,False,False,False,True
England,ENG,UEFA,5,1863.9,7,1,2,0.769,2.72,0.78,4,17.5,0.449,86.7,3,864.0,43,14,9.5,62.7,92.9,0,6.1,0.53,1,2.3,1.9400000000000002,71.285,20.093023255813954,77.80000000000001,7.8575,0.4,Elite,6.762729506931879,False,False,False,False,False,True,False,True,False,False
South Korea,KOR,AFC,20,1521.8,6,2,2,0.554,1.57,1.16,4,10.1,0.38,80.4,3,412.0,36,13,6.5,48.2,75.4,0,11.7,0.55,0,2.0,0.41000000000000014,56.43,11.444444444444445,61.800000000000004,3.838,0.4,Strong,6.023447592961033,True,False,False,False,False,False,False,False,False,True
Senegal,SEN,CAF,23,1667.6,4,2,4,0.456,1.66,1.05,4,13.4,0.39,75.9,1,545.0,33,6,5.5,52.7,76.9,0,9.1,0.36,0,1.6,0.6099999999999999,50.375,16.515151515151516,64.80000000000001,5.226,0.4,Mid,6.302618975744905,False,True,False,False,False,False,False,False,True,False
Saudi Arabia,KSA,AFC,29,1471.6,3,5,2,0.285,1.15,1.59,0,10.8,0.357,72.0,1,226.0,22,7,4.7,41.8,70.0,0,13.6,0.59,0,1.1,-0.44000000000000017,44.5,10.272727272727273,55.9,3.8556,0.0,Mid,5.424950017481403,True,False,False,False,False,False,False,False,True,False
Spain,ESP,UEFA,1,1881.3,8,1,1,0.7,2.78,0.58,4,18.7,0.42,88.9,4,1168.0,45,11,7.4,59.5,87.7,0,5.0,0.55,1,2.5,2.1999999999999997,64.015,25.955555555555556,73.6,7.853999999999999,0.4,Elite,7.063903961472068,False,False,False,False,False,True,False,True,False,False
France,FRA,UEFA,6,1904.5,9,2,0,0.775,2.03,0.95,6,19.1,0.447,87.0,5,711.0,47,21,9.6,55.5,86.2,0,6.7,0.7,1,2.4545454545454546,1.0799999999999998,71.8,15.127659574468085,70.85,8.537700000000001,0.6,Elite,6.568077911411976,False,False,False,False,False,True,False,True,False,False
